band_id,encounter_year
888303,2005
888304,2005
888305,2005
888306,2005
888307,2005
888308,2005
888309,2005
888310,2005
888311,2005
888312,2005
888313,2005
888314,2005
888315,2005
888316,2005
888317,2005
888318,2005
888319,2005
888320,2005
888321,2005
888322,2005
888323,2005
888324,2005
888325,2005
888326,2005
888327,2005
888328,2005
888329,2005
888330,2005
888331,2005
888332,2005
888333,2005
888334,2005
888335,2005
888336,2005
888337,2005
888338,2005
888339,2005
888340,2005
888341,2005
888342,2005
888343,2005
888344,2005
888345,2005
888346,2005
888347,2005
888348,2005
888349,2005
888350,2005
888351,2005
888352,2005
888353,2005
888354,2005
888355,2005
888356,2005
888357,2005
888358,2005
888359,2005
888360,2005
888361,2005
888362,2005
888363,2005
888364,2005
888365,2005
888366,2005
888367,2005
888368,2005
888369,2005
888370,2005
888371,2005
888372,2005
888373,2005
888374,2005
888375,2005
888376,2005
888377,2005
888378,2005
888379,2005
888380,2005
888381,2005
888382,2005
888383,2005
888384,2005
888385,2005
888386,2005
888387,2005
888388,2005
888389,2005
888390,2005
888391,2005
888392,2005
888393,2005
888394,2005
888395,2005
888396,2005
888397,2005
888398,2005
888399,2005
888400,2005
888401,2005
888402,2005
888403,2005
888404,2005
888405,2005
888406,2005
888407,2005
888408,2005
888409,2005
888410,2005
888411,2005
888412,2005
888413,2005
888414,2005
888415,2005
888416,2005
888417,2005
888418,2005
888419,2005
888420,2005
888421,2005
888422,2005
888423,2005
888424,2005
888425,2005
888426,2005
888427,2005
888428,2005
888429,2005
888430,2005
888431,2005
888432,2005
888433,2005
888434,2005
888435,2005
888436,2005
888437,2005
888438,2005
888439,2005
888440,2005
888441,2005
888442,2005
888443,2005
888444,2005
888445,2005
888446,2005
888447,2005
888448,2005
888449,2005
888450,2005
888451,2005
888452,2005
888453,2005
888454,2005
888455,2005
888456,2005
888457,2005
888458,2005
888459,2005
888460,2005
888461,2005
888462,2005
888463,2005
888464,2005
888465,2005
888466,2005
888467,2005
888468,2005
888469,2005
888470,2005
888471,2005
888472,2005
888473,2005
888474,2005
888475,2005
888476,2005
888477,2005
888478,2005
888479,2005
888480,2005
888481,2005
888482,2005
888483,2005
888484,2005
888485,2005
888486,2005
888487,2005
888488,2005
888489,2005
888490,2005
888491,2005
888492,2005
888493,2005
888494,2005
888495,2005
888496,2005
888497,2005
888498,2005
888499,2005
888500,2005
888501,2005
888502,2005
888503,2005
888504,2005
888505,2005
888506,2005
888507,2005
888508,2005
888509,2005
888510,2005
888511,2005
888512,2005
888513,2005
888514,2005
888515,2005
888516,2005
888517,2005
888518,2005
888519,2005
888520,2005
888521,2005
888522,2005
888523,2005
888524,2005
888525,2005
888526,2005
888527,2005
888528,2005
888529,2005
888530,2005
888531,2005
888532,2005
888533,2005
888534,2005
888535,2005
888536,2005
888537,2005
888538,2005
888539,2005
888540,2005
888541,2005
888542,2005
888543,2005
888544,2005
888545,2005
888546,2005
888547,2005
888548,2005
888549,2005
888550,2005
888551,2005
888552,2005
888553,2005
888554,2005
888555,2005
888556,2005
888557,2005
888558,2005
888559,2005
888560,2005
888561,2005
888562,2005
888563,2005
888564,2005
888565,2005
888566,2005
888567,2005
888568,2005
888569,2005
888570,2005
888571,2005
888572,2005
888573,2005
888574,2005
888575,2005
888576,2005
888577,2005
888578,2005
888579,2005
888580,2005
888581,2005
888582,2005
888583,2005
888584,2005
888585,2005
888586,2005
888587,2005
888588,2005
888589,2005
888590,2005
888591,2005
888592,2005
888593,2005
888594,2005
888595,2005
888596,2005
888597,2005
888598,2005
888599,2005
888600,2005
888601,2005
888602,2005
888603,2005
888604,2005
888605,2005
888606,2005
888607,2005
888608,2005
888609,2005
888610,2005
888611,2005
888612,2005
888613,2005
888614,2005
888615,2005
888616,2005
888617,2005
888618,2005
888619,2005
888620,2005
888621,2005
888622,2005
888623,2005
888624,2005
888625,2005
888626,2005
888627,2005
888628,2005
888629,2005
888630,2005
888631,2005
888632,2005
888633,2005
888634,2005
888635,2005
888636,2005
888637,2005
888638,2005
888639,2005
888640,2005
888641,2005
888642,2005
888643,2005
888644,2005
888645,2005
888646,2005
888647,2005
888648,2005
888649,2005
888650,2005
888651,2005
888652,2005
888653,2005
888654,2005
888655,2005
888656,2005
888657,2005
888658,2005
888659,2005
888660,2005
888661,2005
888662,2005
888663,2005
888664,2005
888665,2005
888666,2005
888667,2005
888668,2005
888669,2005
888670,2005
888671,2005
888672,2005
888673,2005
888674,2005
888675,2005
888676,2005
888677,2005
888678,2005
888679,2005
888680,2005
888681,2005
888682,2005
888683,2005
888684,2005
888685,2005
888686,2005
888687,2005
888688,2005
888689,2005
888690,2005
888691,2005
888692,2005
888693,2005
888694,2005
888695,2005
888696,2005
888697,2005
888698,2005
888699,2005
888700,2005
888801,2005
888802,2005
888803,2005
888804,2005
888805,2005
888806,2005
888807,2005
888808,2005
888809,2005
888810,2005
888811,2005
888812,2005
888813,2005
888814,2005
888815,2005
888816,2005
888817,2005
888818,2005
888819,2005
888820,2005
888821,2005
888822,2005
888823,2005
888824,2005
888825,2005
888826,2005
888827,2005
888828,2005
888829,2005
888830,2005
888831,2005
888832,2005
888833,2005
888834,2005
888835,2005
888836,2005
888837,2005
888838,2005
888839,2005
888840,2005
888841,2005
888842,2005
888843,2005
888844,2005
888845,2005
888846,2005
888847,2005
888848,2005
888849,2005
888850,2005
888851,2005
888852,2005
888853,2005
888854,2005
888855,2005
888856,2005
888857,2005
888858,2005
888859,2005
888860,2005
888861,2005
888862,2005
888863,2005
888864,2005
888865,2005
888866,2005
888867,2005
888868,2005
888869,2005
888870,2005
888871,2005
888872,2005
888873,2005
888874,2005
888875,2005
888876,2005
888877,2005
888878,2005
888879,2005
888880,2005
888881,2005
888882,2005
888883,2005
888884,2005
888885,2005
888886,2005
888887,2005
888888,2005
888889,2005
888890,2005
888891,2005
888892,2005
888893,2005
888894,2005
888895,2005
888896,2005
888897,2005
888898,2005
888899,2005
888900,2005
8888251,2007
8888252,2005
8888253,2005
8888254,2005
8888255,2005
8888256,2005
8888257,2005
8888258,2005
8888259,2005
8888260,2005
8888261,2005
8888262,2005
8888263,2005
8888264,2005
8888265,2005
8888266,2005
8888267,2005
8888268,2005
8888269,2005
8888270,2005
8888271,2005
8888272,2005
8888273,2005
8888274,2005
8888275,2005
8888276,2005
8888277,2005
8888278,2005
8888279,2005
8888280,2005
8888281,2005
8888282,2005
8888283,2005
8888284,2005
8888285,2005
8888286,2005
8888287,2005
8888288,2005
8888289,2005
8888290,2005
8888291,2005
8888292,2005
8888293,2005
8888294,2005
8888295,2005
8888296,2005
8888297,2005
8888298,2005
8888299,2005
8888300,2005
9585773,2006
9585800,2006
9788864,2006
10088813,2008
10088843,2008
10088879,2007
10287826,2008
65856575,2008
80874611,2006
80874611,2008
80874617,2007
80874626,2007
80874626,2008
80874636,2006
80874637,2008
80874650,2006
80874650,2007
82860450,2006
82860905,2006
82860914,2008
82860923,2006
82860923,2007
82860949,2006
91896207,2007
91896208,2006
91896215,2006
91896215,2007
91896230,2006
91896234,2006
91896236,2006
91896236,2008
91896241,2006
91896245,2007
91896245,2008
91896256,2006
91896287,2006
91896299,2006
92890146,2008
95851898,2006
95856514,2006
95856560,2006
95856560,2006
95856561,2006
95856561,2007
95856565,2006
95856566,2006
95856570,2006
95856573,2006
95856573,2007
95856573,2008
95856574,2006
95856579,2006
95856579,2006
95856579,2007
95856580,2006
95856580,2008
95856581,2006
95856582,2006
95856582,2007
95856583,2006
95856583,2008
95856584,2006
95856586,2006
95856586,2008
95856594,2006
95856596,2006
95856597,2006
95856661,2006
95856687,2007
95856695,2006
95856773,2008
95856819,2007
95856843,2008
95856851,2007
95856866,2007
95856884,2007
95856921,2007
95856944,2006
95856944,2008
95856953,2006
95856957,2006
95856971,2006
95856971,2007
95856977,2008
95856983,2006
95856988,2008
95857009,2006
95857009,2007
95857009,2008
95857028,2008
95857047,2006
95857047,2008
95857060,2008
95857097,2006
95857097,2007
95857108,2010
95857114,2006
95857114,2008
95857119,2008
95857130,2007
95857135,2006
95857135,2008
95857138,2006
95857144,2007
95857144,2008
95857150,2006
95857163,2006
95857163,2007
95857163,2008
95857210,2006
95857216,2008
95857231,2006
95857327,2006
95857406,2006
95857423,2007
95857425,2006
95857448,2006
95857448,2007
95857456,2006
95857457,2006
95857457,2007
95857523,2006
95857524,2006
95857532,2007
95857545,2007
95857545,2008
95857554,2006
95857558,2006
95857570,2006
95857570,2008
95857572,2006
95857573,2006
95857576,2006
95857607,2010
95857614,2006
95857614,2010
95857740,2006
95857740,2008
95857773,2007
95857773,2008
95857778,2007
95857792,2007
95857798,2007
95857798,2008
95857826,2006
95857826,2008
95857826,2010
95857900,2007
95857900,2008
95857908,2007
95857933,2007
95857954,2007
95857960,2006
95857973,2007
95857985,2006
95857985,2007
95857997,2006
95857997,2007
95858004,2006
95858004,2007
95858015,2007
95858015,2008
95858041,2006
95858041,2007
95858041,2008
95858042,2006
95858042,2008
95858078,2007
95858123,2008
95858125,2007
95858131,2008
95858140,2006
95858141,2010
95858154,2006
95858154,2007
95858173,2006
95858173,2008
95858177,2006
95858177,2007
95858266,2006
95858266,2008
95858299,2007
95858314,2006
95858333,2006
95858344,2006
95858345,2007
95858351,2006
95858353,2006
95858426,2006
95858431,2006
95858431,2007
95858439,2006
95858453,2006
95858456,2006
95858456,2007
95858456,2008
95858477,2008
95858486,2006
95858499,2006
95858500,2007
95865670,2008
96847887,2010
96891885,2008
96891889,2008
96897801,2006
96897802,2006
96897802,2007
96897803,2007
96897803,2008
96897804,2007
96897804,2008
96897807,2007
96897808,2007
96897809,2007
96897809,2008
96897812,2007
96897812,2008
96897813,2007
96897813,2008
96897814,2007
96897816,2007
96897820,2007
96897821,2007
96897821,2008
96897822,2007
96897822,2008
96897823,2007
96897825,2007
96897825,2008
96897827,2007
96897827,2008
96897828,2008
96897829,2007
96897829,2008
96897831,2007
96897832,2007
96897832,2008
96897835,2007
96897836,2007
96897837,2007
96897839,2007
96897842,2007
96897843,2007
96897844,2007
96897844,2008
96897846,2007
96897846,2008
96897847,2008
96897848,2007
96897848,2008
96897852,2007
96897854,2007
96897856,2007
96897856,2010
96897857,2007
96897857,2008
96897858,2007
96897858,2008
96897859,2007
96897859,2008
96897863,2007
96897867,2007
96897869,2007
96897869,2008
96897870,2007
96897871,2007
96897873,2007
96897873,2008
96897874,2007
96897875,2007
96897875,2008
96897876,2007
96897880,2007
96897881,2007
96897885,2007
96897887,2007
96897887,2008
96897888,2007
96897888,2008
96897888,2010
96897890,2007
96897891,2007
96897891,2008
96897891,2010
96897893,2007
96897893,2008
96897894,2007
96897895,2007
96897895,2008
96897896,2007
96897898,2007
96897898,2008
96897899,2007
96897900,2007
96897978,2007
96897978,2008
96897979,2007
96897981,2007
96897981,2008
96897984,2007
96897984,2008
96897993,2006
96897993,2007
96897993,2008
97887135,2006
97888361,2008
97888588,2008
97888592,2006
97888602,2006
97888607,2006
97888608,2006
97888609,2006
97888611,2008
97888612,2006
97888616,2006
97888616,2008
97888621,2006
97888621,2007
97888621,2008
97888623,2006
97888623,2008
97888624,2006
97888624,2007
97888629,2006
97888629,2007
97888629,2008
97888631,2006
97888631,2007
97888632,2006
97888632,2007
97888636,2006
97888640,2006
97888640,2007
97888640,2008
97888642,2007
97888643,2006
97888650,2006
97888653,2006
97888654,2006
97888655,2006
97888656,2006
97888658,2006
97888660,2006
97888668,2006
97888669,2006
97888681,2006
97888684,2006
97888684,2008
97888707,2006
97888722,2006
97888730,2006
97888730,2007
97888757,2006
97888759,2008
97888778,2006
97888780,2006
97888786,2006
97888790,2006
97888818,2007
97888818,2008
97888821,2006
97888837,2007
97888844,2006
97888844,2007
97888855,2008
97888860,2006
97888873,2008
97888875,2006
97888875,2008
97888878,2006
97888887,2006
97888887,2007
97888887,2008
97888893,2007
97889021,2008
97889034,2006
97889070,2008
97889072,2006
97889097,2006
97889101,2006
97889101,2008
97889103,2007
97889109,2006
97889119,2006
97889119,2006
97889124,2006
97889125,2006
97889125,2007
97889125,2008
97889135,2007
97889150,2006
97889150,2006
97889152,2006
97889157,2006
97889157,2008
97889209,2008
97889227,2007
97889236,2007
97889249,2007
97889249,2008
97889467,2006
97889505,2007
97889559,2007
97889593,2007
97889612,2007
97889614,2007
97889619,2008
97889663,2007
97889677,2007
97889683,2008
97889688,2006
97889700,2008
97889752,2007
97889820,2006
97889820,2007
97889820,2010
97889824,2007
97889836,2007
97889836,2008
97889838,2006
97889843,2006
97889872,2006
97889936,2008
97889942,2005
97889943,2005
97889944,2005
97889945,2005
97889946,2005
97889946,2006
97889947,2005
97889948,2005
97889949,2005
97889950,2005
97890006,2006
97890006,2008
97890007,2008
97890015,2006
97890015,2007
97890017,2007
97890017,2008
97890020,2006
97890020,2008
97890031,2010
97890085,2006
97890090,2006
97890094,2006
97890095,2006
97890102,2007
97890103,2007
97890107,2007
97890111,2007
97890111,2008
97890128,2006
97890132,2008
97890132,2010
97890133,2008
97890136,2007
97890136,2008
97890141,2006
97890141,2007
97890141,2008
97890146,2007
97890154,2007
97890155,2007
97890156,2006
97890163,2007
97890164,2006
97890168,2008
97890184,2006
97890189,2007
97890302,2007
97890302,2007
97890303,2006
97890307,2006
97890317,2007
97890317,2008
97890320,2006
97890325,2006
97890331,2006
97890334,2006
97890334,2007
97890348,2006
97890348,2007
97898914,2007
97898938,2008
98649133,2006
98809157,2008
98848901,2006
98848901,2007
98848922,2010
98848946,2010
98848957,2006
98848959,2006
98848961,2006
98848961,2007
98848961,2008
98848965,2006
98848969,2006
98848972,2006
98848973,2006
98848974,2006
98848977,2006
98848977,2006
98848980,2006
98848982,2006
98848982,2007
98848982,2008
98848986,2006
98848987,2006
98848987,2007
98848990,2006
98848990,2007
98848992,2006
98848992,2007
98848993,2006
98848995,2006
98848995,2006
98848995,2007
98848997,2006
98848998,2006
98848999,2006
98848999,2006
98849131,2006
98849133,2008
98849136,2007
98849136,2008
98849142,2006
98849143,2006
98849143,2008
98849155,2006
98849155,2007
98849155,2008
98849159,2006
98849159,2008
98849162,2007
98849165,2008
98849167,2007
98849169,2006
98849172,2007
98849172,2008
98849187,2006
98849225,2006
98849225,2007
98849243,2010
98849300,2010
98849301,2007
98849303,2007
98849303,2008
98849305,2010
98849313,2006
98849313,2007
98849318,2006
98849323,2006
98849323,2007
98849323,2008
98849326,2007
98849326,2008
98849326,2010
98849332,2006
98849332,2008
98849336,2006
98849336,2007
98849338,2007
98849338,2008
98849348,2008
98849355,2006
98849367,2007
98849367,2008
98849372,2007
98849374,2007
98849383,2006
98849392,2006
98849392,2007
98849392,2008
98849394,2010
98849401,2005
98849402,2005
98849403,2005
98849404,2005
98849405,2005
98849406,2005
98849407,2005
98849408,2005
98849409,2005
98849410,2005
98849411,2005
98849412,2005
98849413,2005
98849414,2005
98849415,2005
98849416,2005
98849417,2005
98849418,2005
98849419,2005
98849420,2005
98849421,2005
98849422,2005
98849423,2005
98849424,2005
98849425,2005
98849426,2005
98849427,2005
98849428,2005
98849429,2005
98849430,2005
98849431,2005
98849432,2005
98849433,2005
98849434,2005
98849435,2005
98849436,2005
98849437,2005
98849438,2005
98849571,2005
98849571,2006
98849572,2005
98849573,2005
98849574,2005
98849574,2007
98849575,2005
98849576,2005
98849577,2005
98849577,2007
98849578,2005
98849579,2005
98849579,2007
98849579,2008
98849580,2005
98849580,2007
98849581,2005
98849582,2005
98849583,2005
98849584,2005
98849585,2005
98849586,2005
98849586,2007
98849586,2008
98849587,2005
98849588,2005
98849588,2007
98849588,2010
98849589,2005
98849590,2005
98849591,2005
98849592,2005
98849593,2005
98849594,2005
98849595,2005
98849596,2005
98849597,2005
98849597,2007
98849598,2005
98849599,2005
98849600,2005
98874485,2008
99890059,2010
100888009,2007
100888014,2007
100888015,2007
100888016,2006
100888016,2007
100888016,2008
100888017,2007
100888019,2007
100888020,2010
100888023,2010
100888027,2007
100888032,2007
100888033,2006
100888033,2008
100888036,2007
100888042,2007
100888046,2007
100888051,2007
100888055,2008
100888058,2007
100888067,2007
100888068,2008
100888072,2007
100888074,2006
100888074,2007
100888079,2006
100888079,2007
100888080,2006
100888083,2006
100888083,2007
100888086,2006
100888089,2008
100888089,2010
100888090,2008
100888135,2008
100888140,2008
100888143,2008
100888149,2008
100888202,2007
100888204,2006
100888207,2006
100888207,2007
100888207,2008
100888209,2006
100888210,2006
100888212,2006
100888212,2007
100888212,2008
100888213,2006
100888221,2006
100888223,2006
100888225,2006
100888228,2007
100888228,2008
100888230,2006
100888230,2007
100888236,2006
100888236,2006
100888237,2006
100888237,2007
100888242,2006
100888242,2008
100888244,2006
100888244,2007
100888244,2008
100888246,2006
100888246,2007
100888247,2006
100888248,2006
100888251,2006
100888251,2007
100888251,2007
100888252,2008
100888253,2006
100888253,2007
100888253,2008
100888255,2006
100888255,2007
100888255,2008
100888256,2007
100888256,2008
100888260,2006
100888261,2006
100888262,2006
100888262,2007
100888263,2006
100888263,2008
100888265,2006
100888265,2006
100888265,2007
100888268,2008
100888270,2006
100888271,2007
100888272,2006
100888272,2006
100888273,2007
100888273,2008
100888274,2006
100888277,2007
100888279,2008
100888281,2006
100888281,2007
100888281,2007
100888281,2008
100888282,2007
100888283,2007
100888285,2006
100888287,2007
100888287,2007
100888287,2008
100888290,2007
100888290,2008
100888294,2007
100888294,2008
100888301,2007
100888301,2008
100888303,2006
100888303,2007
100888309,2008
100888310,2007
100888314,2006
100888316,2006
100888317,2006
100888319,2007
100888319,2008
100888321,2006
100888322,2006
100888322,2007
100888324,2006
100888332,2006
100888335,2006
100888337,2006
100888339,2006
100888339,2007
100888344,2006
100888344,2007
100888344,2008
100888349,2007
100888350,2006
100888351,2006
100888351,2006
100888351,2008
100888354,2006
100888354,2007
100888354,2007
100888354,2008
100888356,2007
100888359,2006
100888359,2007
100888359,2008
100888365,2006
100888365,2007
100888365,2008
100888366,2007
100888367,2007
100888367,2008
100888368,2006
100888369,2006
100888369,2007
100888369,2007
100888370,2007
100888372,2006
100888372,2007
100888372,2008
100888374,2008
100888375,2006
100888376,2006
100888376,2007
100888376,2008
100888377,2007
100888377,2008
100888378,2006
100888385,2007
100888385,2008
100888386,2007
100888392,2006
100888395,2006
100888395,2007
100888398,2007
100888398,2008
100888400,2006
100888404,2007
100888404,2008
100888405,2007
100888406,2006
100888407,2007
100888407,2008
100888410,2006
100888410,2007
100888415,2006
100888415,2007
100888418,2006
100888418,2008
100888423,2007
100888428,2006
100888430,2006
100888430,2007
100888430,2008
100888430,2010
100888431,2006
100888431,2007
100888431,2008
100888432,2008
100888434,2006
100888434,2007
100888434,2008
100888437,2006
100888437,2007
100888438,2006
100888438,2007
100888438,2008
100888441,2006
100888442,2007
100888446,2006
100888449,2007
100888451,2007
100888451,2008
100888453,2007
100888454,2007
100888455,2007
100888460,2007
100888466,2008
100888467,2007
100888467,2008
100888468,2007
100888471,2007
100888474,2007
100888475,2007
100888489,2007
100888490,2007
100888492,2007
100888494,2007
100888498,2007
100888498,2008
100888499,2007
100888500,2007
100888500,2008
100888500,2010
100888605,2006
100888605,2010
100888607,2007
100888612,2006
100888612,2008
100888613,2006
100888613,2007
100888614,2006
100888617,2006
100888618,2007
100888619,2006
100888619,2007
100888619,2010
100888623,2007
100888624,2006
100888625,2006
100888628,2006
100888629,2006
100888629,2007
100888633,2006
100888633,2007
100888634,2006
100888641,2006
100888641,2007
100888641,2008
100888643,2006
100888647,2007
100888652,2006
100888653,2007
100888655,2006
100888655,2008
100888658,2007
100888659,2006
100888659,2007
100888662,2006
100888663,2006
100888665,2006
100888667,2007
100888667,2008
100888669,2006
100888670,2007
100888671,2007
100888675,2006
100888677,2007
100888677,2008
100888679,2007
100888684,2006
100888684,2007
100888685,2007
100888686,2007
100888688,2006
100888689,2007
100888689,2008
100888691,2006
100888694,2006
100888695,2007
100888696,2006
100888697,2006
100888698,2008
100888700,2007
100888801,2007
100888801,2008
100888802,2006
100888803,2008
100888804,2006
100888806,2006
100888808,2008
100888809,2008
100888810,2006
100888810,2010
100888813,2006
100888813,2007
100888813,2008
100888814,2007
100888818,2006
100888819,2006
100888820,2006
100888822,2006
100888826,2007
100888828,2006
100888828,2008
100888829,2006
100888829,2007
100888829,2008
100888830,2006
100888830,2008
100888832,2006
100888832,2007
100888832,2008
100888838,2007
100888846,2006
100888846,2006
100888847,2006
100888847,2007
100888847,2008
100888867,2006
100888877,2007
100888878,2007
100888880,2007
100888881,2007
100888902,2010
100888923,2010
100888928,2010
100888930,2010
100888944,2010
100888949,2010
100888955,2010
100888958,2010
100888962,2010
100888978,2010
100888984,2010
100888986,2010
100888990,2010
100888998,2010
100889002,2010
100889008,2010
100889027,2010
100889035,2010
100889036,2010
100889037,2010
100889041,2010
100889044,2010
100889045,2010
100889047,2010
100889048,2010
100889058,2010
100889061,2010
100889062,2010
100889063,2010
100889067,2010
100889069,2010
100889070,2010
100889073,2010
100889075,2010
100889079,2010
100889079,2010
100889082,2010
100889084,2010
100889087,2010
100889089,2010
100889090,2010
100889092,2010
100889094,2010
100889095,2010
100889097,2010
100889098,2010
100889101,2010
100889102,2010
100889107,2010
100889113,2010
100889114,2010
100889118,2010
100889123,2010
100889124,2010
100889125,2010
100889133,2010
100889135,2010
100889136,2010
100889140,2010
100889141,2010
100889143,2010
100889144,2010
100889145,2010
100889146,2010
100889147,2010
100889150,2010
100889151,2010
100889152,2010
100889154,2010
100889156,2010
100889158,2010
100889159,2010
100889164,2010
100889165,2010
100889166,2010
100889169,2010
100889170,2010
100889174,2010
100889175,2010
100889176,2010
100889178,2010
100889182,2010
100889183,2010
100889186,2010
100889188,2010
100889189,2010
100889190,2010
100889193,2010
100889194,2010
100889197,2010
100889199,2010
100889203,2010
100889208,2010
100889210,2010
100889211,2010
100889216,2010
100889219,2010
100889220,2010
100889221,2010
100889222,2010
100889223,2010
100889224,2010
100889226,2010
100889230,2010
100889231,2010
100889233,2010
100889234,2010
100889241,2010
100889242,2010
100889244,2010
100889245,2010
100889400,2010
100889420,2010
100889422,2010
100889428,2010
100889431,2010
100889434,2010
100889435,2010
100889440,2010
100889441,2010
100889442,2010
100889443,2010
100889444,2010
100889445,2010
100889446,2010
100889450,2010
100889451,2010
100889452,2010
100889455,2010
100889456,2010
100889457,2010
100889458,2010
100889459,2010
100889460,2010
100889462,2010
100889463,2010
100889464,2010
100889470,2010
100889471,2010
100889473,2010
100889474,2010
100889475,2010
100889476,2010
100889477,2010
100889478,2010
100889479,2010
100889481,2010
100889482,2010
100889484,2010
100889486,2010
100889487,2010
100889492,2010
100889493,2010
100889494,2010
100889497,2010
100889498,2010
102875002,2007
102875010,2007
102875012,2007
102875012,2008
102875014,2007
102875016,2007
102875017,2007
102875017,2008
102875018,2007
102875018,2008
102875018,2008
102875021,2007
102875023,2007
102875023,2008
102875026,2007
102875026,2008
102875027,2007
102875030,2007
102875033,2007
102875034,2007
102875035,2007
102875036,2007
102875037,2007
102875039,2007
102875039,2008
102875042,2008
102875043,2008
102875043,2010
102875044,2007
102875044,2008
102875047,2007
102875048,2007
102875048,2008
102875048,2010
102875049,2007
102875050,2008
102875050,2010
102875053,2007
102875053,2008
102875056,2007
102875058,2007
102875061,2007
102875066,2008
102875067,2008
102875068,2007
102875068,2008
102875068,2008
102875071,2007
102875077,2007
102875077,2010
102875082,2007
102875083,2007
102875083,2008
102875083,2008
102875085,2007
102875086,2007
102875089,2007
102875089,2008
102875093,2007
102875093,2008
102875094,2008
102875095,2007
102875095,2007
102875095,2008
102875099,2007
102875100,2008
102875105,2007
102875105,2008
102875109,2008
102875113,2007
102875113,2008
102875113,2010
102875114,2010
102875120,2007
102875120,2008
102875121,2007
102875122,2007
102875122,2008
102875124,2007
102875125,2007
102875125,2008
102875127,2008
102875127,2010
102875128,2007
102875130,2007
102875132,2007
102875133,2008
102875138,2007
102875139,2007
102875140,2007
102875140,2008
102875141,2010
102875144,2008
102875146,2007
102875147,2007
102875148,2008
102875151,2007
102875154,2007
102875154,2008
102875156,2007
102875160,2010
102875162,2007
102875162,2008
102875163,2007
102875164,2007
102875165,2007
102875165,2008
102875167,2008
102875168,2007
102875168,2008
102875168,2010
102875171,2008
102875171,2010
102875172,2007
102875181,2007
102875183,2007
102875183,2010
102875185,2007
102875187,2007
102875190,2007
102875191,2007
102875191,2008
102875196,2007
102875200,2007
102875201,2007
102875202,2007
102875205,2007
102875205,2008
102875206,2007
102875207,2008
102875211,2007
102875211,2008
102875212,2007
102875212,2008
102875214,2007
102875214,2008
102875216,2007
102875216,2008
102875219,2007
102875219,2008
102875223,2007
102875223,2008
102875224,2007
102875225,2008
102875228,2007
102875238,2008
102875240,2007
102875240,2008
102875242,2007
102875245,2007
102875250,2007
102875250,2008
102875253,2007
102875253,2007
102875255,2007
102875266,2007
102875266,2008
102875268,2007
102875268,2010
102875270,2008
102875270,2010
102875271,2007
