add_info,Info,b_age,b_coord_pres,b_day_code,b_flyway,b_lat,b_long,b_month,b_region,b_year,band prefix,band_size,band_type,count_of_birds,b_lat_gis,b_long_gis,permit,sex,sp_num,status,age_vage,ai_vai,btype_vbtype,btype_vtext,location_accuracy,day_span,v_month,flyway,state,sex,species
0,1,0,6,0,2,351,935,6,7,2012,11482,8,41,38,35.20944,-93.87639,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,5,0,2,352,925,6,7,2009,10088,8,1,1,35.37333,-92.96861,6569,0,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Unknown,CAGO
0,4,0,6,0,2,341,934,6,7,2008,10388,8,1,3,34.23611,-93.76417,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,5,0,2,341,920,6,7,2011,10782,8,41,50,34.23722,-92.03861,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,1,0,5,0,2,334,935,6,7,2009,10088,8,1,28,33.68667,-93.97833,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,0,5,0,2,342,930,6,7,2009,10088,8,1,3,34.40833,-93.05833,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,10,6,0,2,351,931,6,7,2005,10088,8,1,111,35.25,-93.25,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,334,932,6,7,2011,11384,8,41,25,33.67056,-93.46972,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,5,0,2,341,934,6,7,2010,10782,8,41,4,34.23611,-93.76417,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,4,0,6,0,2,343,941,6,7,2012,11384,8,41,5,34.58361,-94.20028,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,350,922,6,7,2013,11488,8,41,15,35.14167,-92.425,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,352,934,6,7,2012,11482,8,41,15,35.48667,-93.82111,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,1,0,2,360,903,7,7,2012,11482,8,41,104,36.07194,-90.53,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day10Day5,July,Mississippi,Arkansas,Male,CAGO
0,4,0,1,0,2,360,903,7,7,2012,11482,8,41,3,36.07194,-90.53,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day10Day5,July,Mississippi,Arkansas,Male,CAGO
0,1,10,6,0,2,351,932,6,7,2005,10088,8,1,15,35.25,-93.41667,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,5,0,2,350,922,6,7,2008,10388,8,1,40,35.14167,-92.425,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,352,934,6,7,2012,11482,8,41,9,35.48667,-93.82111,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,2,0,5,0,2,335,934,6,7,2009,10088,8,1,8,33.94194,-93.77083,6569,0,1720,2,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Unknown,CAGO
0,1,0,6,0,2,344,920,6,7,2011,10782,8,41,17,34.74917,-92.15944,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,10,1,0,2,351,931,7,7,2003,9789,8,1,25,35.25,-93.25,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day10Day5,July,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,341,934,6,7,2008,10388,8,1,17,34.23611,-93.76417,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,1,0,2,342,930,7,7,2013,11489,8,41,52,34.40833,-93.05833,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day10Day5,July,Mississippi,Arkansas,Male,CAGO
0,1,10,6,0,2,351,932,6,7,2005,9884,8,1,5,35.25,-93.41667,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,0,0,5,0,2,341,931,6,7,2007,10387,8,1,3,34.24167,-93.20806,6569,0,1720,3,Unknown,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Unknown,CAGO
0,1,0,5,0,2,334,940,6,7,2013,11488,8,41,2,33.78278,-94.00778,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,351,930,6,7,2011,11384,8,41,11,35.32222,-93.14083,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,10,5,0,2,352,934,6,7,2003,9788,8,1,4,35.41667,-93.75,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,4,0,5,0,2,334,940,6,7,2013,11488,8,41,1,33.78278,-94.00778,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,4,0,5,0,2,334,935,6,7,2013,10782,8,41,1,33.725,-93.925,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,0,5,0,2,335,941,6,7,2010,10782,8,41,12,33.96028,-94.19722,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,2,0,5,0,2,351,931,6,7,2009,10088,8,1,10,35.285,-93.20333,6569,4,1720,3,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,10,4,0,2,352,934,6,7,2003,9788,8,1,24,35.41667,-93.75,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day160Day20,June,Mississippi,Arkansas,Male,CAGO
0,1,0,1,0,2,352,941,7,7,2013,11489,8,41,37,35.43028,-94.23139,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day10Day,July,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,352,921,6,7,2010,9585,8,1,16,35.34083,-92.32,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,2,10,1,0,2,361,941,7,7,2004,9884,8,1,4,36.25,-94.25,6569,4,1720,3,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day10Day5,July,Mississippi,Arkansas,Male,CAGO
0,2,10,6,0,2,351,941,6,7,2005,10088,8,1,15,35.25,-94.25,6569,4,1720,3,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,335,935,6,7,2012,11482,8,41,20,33.96972,-93.97556,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,345,924,6,7,2011,11384,8,41,32,34.98556,-92.78222,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,352,934,6,7,2007,10388,8,1,13,35.48667,-93.82111,6569,4,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,352,934,6,7,2007,10388,8,1,13,35.48667,-93.82111,6569,5,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,351,932,6,7,2007,10388,8,1,3,35.30833,-93.425,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,5,0,2,342,930,6,7,2009,9789,8,1,1,34.40833,-93.05833,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,0,1,0,2,345,922,7,7,2007,10388,8,1,25,34.84278,-92.39694,6569,5,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day10Day5,July,Mississippi,Arkansas,Female,CAGO
0,1,10,4,0,2,351,931,6,7,2003,9788,8,1,7,35.25,-93.25,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day160Day20,June,Mississippi,Arkansas,Female,CAGO
0,1,0,2,0,2,362,941,7,7,2010,10782,8,41,10,36.47139,-94.2825,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day60Day10,July,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,352,934,6,7,2006,10287,8,1,43,35.47639,-93.82083,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,2,0,6,0,2,351,924,6,7,2010,10782,8,41,7,35.19167,-92.725,6569,4,1720,3,HatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,4,0,6,0,2,352,921,6,7,2010,10782,8,41,1,35.34083,-92.32,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,0,0,6,0,2,350,922,6,7,2010,10782,8,41,1,35.14167,-92.425,6569,0,1720,3,Unknown,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Unknown,CAGO
0,1,0,5,0,2,335,934,6,7,2009,9789,8,1,14,33.94194,-93.77083,6569,0,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Unknown,CAGO
0,1,10,6,0,2,351,931,6,7,2004,9884,8,1,64,35.25,-93.25,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,10,1,0,2,360,940,7,7,2004,9789,8,1,23,36.08333,-94.08333,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day10Day5,July,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,352,921,6,7,2010,9585,8,1,1,35.34083,-92.32,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,2,0,4,0,2,350,922,6,7,2006,10287,8,1,1,35.13722,-92.42806,6569,4,1720,3,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day160Day20,June,Mississippi,Arkansas,Male,CAGO
0,1,0,1,0,2,354,895,7,7,2013,11489,8,41,2,35.69139,-89.99139,6569,0,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day10Day5,July,Mississippi,Arkansas,Unknown,CAGO
0,0,0,5,0,2,350,922,6,7,2008,10388,8,1,1,35.14167,-92.425,6569,0,1720,3,Unknown,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Unknown,CAGO
0,4,0,5,0,2,342,930,6,7,2007,10387,8,1,30,34.40833,-93.05833,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,1,10,6,0,2,351,931,6,7,2004,9884,8,1,77,35.25,-93.25,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,351,931,6,7,2007,10388,8,1,46,35.25833,-93.225,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,4,0,6,0,2,350,922,6,7,2007,10388,8,1,23,35.14167,-92.425,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,10,5,0,2,352,934,6,7,2002,9585,8,1,1,35.41667,-93.75,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,1,10,6,0,2,352,935,6,7,2004,9788,8,1,14,35.41667,-93.91667,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,351,931,6,7,2008,10489,8,1,80,35.285,-93.20333,6569,4,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,1,0,2,354,895,7,7,2013,11489,8,41,98,35.69139,-89.99139,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day10Day5,July,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,351,935,6,7,2012,11482,8,41,46,35.20944,-93.87639,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,345,924,6,7,2011,11383,8,41,4,34.98556,-92.78222,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,332,940,6,7,2012,11482,8,41,15,33.47139,-94.00556,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,352,934,6,7,2012,11482,8,41,35,35.47639,-93.82083,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,343,941,6,7,2012,11384,8,41,5,34.57083,-94.2425,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,10,6,0,2,351,941,6,7,2005,10088,8,1,27,35.25,-94.25,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,10,6,0,2,352,935,6,7,2004,9788,8,1,9,35.41667,-93.91667,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,352,934,6,7,2012,11482,8,41,25,35.35667,-93.81861,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,5,0,2,334,940,6,7,2013,11488,8,41,1,33.78278,-94.00778,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,0,2,0,2,362,941,7,7,2010,10782,8,41,12,36.47139,-94.2825,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day60Day10,July,Mississippi,Arkansas,Male,CAGO
0,1,0,2,0,2,342,912,7,7,2011,11384,8,41,104,34.47417,-91.40972,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day60Day10,July,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,352,934,6,7,2006,10287,8,1,53,35.48667,-93.82111,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,2,0,2,362,941,7,7,2009,10489,8,1,1,36.47278,-94.21583,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day60Day10,July,Mississippi,Arkansas,Female,CAGO
0,1,10,6,0,2,351,932,6,7,2005,10088,8,1,14,35.25,-93.41667,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,352,921,6,7,2012,11482,8,41,7,35.34083,-92.32,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,352,942,6,7,2008,10489,8,1,30,35.45833,-94.39167,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,352,934,6,7,2008,10489,8,1,24,35.48667,-93.82111,6569,5,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,6,0,2,351,931,6,7,2010,10782,8,41,37,35.29611,-93.27333,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,1,0,5,0,2,335,934,6,7,2009,9789,8,1,22,33.94194,-93.77083,6569,4,1720,2,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,0,5,0,2,345,920,6,7,2010,10782,8,41,9,34.84861,-92.11333,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,344,900,6,7,2011,11383,8,41,16,34.79444,-90.0025,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,2,0,5,0,2,335,905,6,7,2010,10388,8,1,7,33.99722,-90.85778,6569,5,1720,3,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,332,940,6,7,2012,11482,8,41,6,33.47139,-94.00556,6569,4,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Male,CAGO
0,1,0,6,0,2,351,924,6,7,2010,10782,8,41,66,35.19167,-92.725,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,2,0,5,0,2,342,930,6,7,2009,9884,8,1,17,34.40833,-93.05833,6569,4,1720,3,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,1,0,4,0,2,351,924,6,7,2006,10287,8,1,84,35.19167,-92.725,6569,4,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day160Day20,June,Mississippi,Arkansas,Male,CAGO
0,4,0,6,0,2,342,912,6,7,2012,11482,8,41,8,34.47417,-91.40972,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,5,0,2,340,940,6,7,2010,10388,8,1,3,34.01083,-94.09778,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Female,CAGO
0,1,10,6,0,2,351,942,6,7,2005,10088,8,1,15,35.25,-94.41667,6569,5,1720,3,AfterHatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,10minuteblock,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,4,0,6,0,2,351,931,6,7,2007,10388,8,1,2,35.25833,-93.225,6569,5,1720,3,Local,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day26andgreater,June,Mississippi,Arkansas,Female,CAGO
0,0,0,5,0,2,350,922,6,7,2010,10782,8,41,1,35.14167,-92.425,6569,0,1720,3,Unknown,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day210Day25,June,Mississippi,Arkansas,Unknown,CAGO
0,2,0,5,0,2,335,934,6,7,2009,9789,8,1,1,33.94194,-93.77083,6569,4,1720,2,HatchYear,Federalnumberedmetalbandonly.,Aluminumbutt-end,tollfree,exact,Day210Day25,June,Mississippi,Arkansas,Male,CAGO
0,0,0,6,0,2,350,922,6,7,2013,11488,8,41,1,35.14167,-92.425,6569,0,1720,3,Unknown,Federalnumberedmetalbandonly.,aluminumbutt-end,webaddress,exact,Day26andgreater,June,Mississippi,Arkansas,Unknown,CAGO
